image	original_caption	shuffle_noun_and_adjectives	shuffle_trigrams	shuffle_words_within_trigrams
test/3339751521.jpg	a group of people rest on a cliff overlooking a scenic view 	a group of view rest on a cliff overlooking a scenic people	a cliff overlooking a group of people rest on a scenic view	of a group on rest people a overlooking cliff a view scenic
test/3339751521.jpg	four people are sitting at the top of a hill 	four people are sitting at the hill of a top	four people are hill sitting at the top of a	four are people sitting at the of a top hill
test/3341077091.jpg	a boy is airborne on his skateboard above a set of rails in an industrial setting 	a boy is airborne on his set above a setting of skateboard in an industrial rails	skateboard above a airborne on his set of rails a boy is in an industrial setting	is boy a on airborne his a above skateboard of set rails in industrial an setting
test/3341077091.jpg	a boy with a skateboard if jumping in the air along some railway tracks 	a boy with a skateboard if jumping in the air along some tracks railway	air along some a boy with railway tracks a skateboard if jumping in the	with boy a skateboard a if in the jumping some along air tracks railway
test/3341077091.jpg	a skateboarder does a kickflip along the train tracks 	a train does a kickflip along the tracks skateboarder	a kickflip along the train tracks a skateboarder does	a skateboarder does kickflip a along the train tracks
test/3341077091.jpg	a man doing a skateboard trick over a railroad track 	a man doing a skateboard track over a trick railroad	a skateboard trick over a railroad a man doing track	doing man a a skateboard trick railroad over a track
test/3341077091.jpg	a skateboarder doing a jump on train tracks 	a skateboarder doing a tracks on train jump	a skateboarder doing a jump on train tracks	skateboarder doing a a on jump tracks train
test/3344531479.jpg	the tennis player in the orange shirt is airborne whilst swinging his racquet 	the shirt tennis in the orange racquet is airborne whilst swinging his player	racquet the tennis player shirt is airborne in the orange whilst swinging his	the player tennis orange in the is airborne shirt whilst swinging his racquet
test/3344531479.jpg	the tennis player holds his racket in preparation for the ball 	the player racket holds his tennis in ball for the preparation	in preparation for the tennis player the ball holds his racket	player the tennis holds his racket for in preparation ball the
test/3344531479.jpg	a man in a orange shirt and white shorts playing tennis 	a shirt in a white shorts and orange man playing tennis	and white shorts a man in playing tennis a orange shirt	a man in orange shirt a and white shorts playing tennis
test/3344531479.jpg	there is a man in an orange shirt playing tennis 	there is a man in an orange shirt playing tennis	orange shirt playing tennis there is a man in an	a there is man an in shirt orange playing tennis
test/3344531479.jpg	a man playing tennis 	a tennis playing man	tennis a man playing	playing man a tennis
test/3348384389.jpg	a brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow 	a white and pink dog with a brown collar is barking at a brown collar with a blue dog in the snow	snow collar in the white dog with with a blue a brown dog a pink collar is barking at a brown and	brown and a white with dog pink a collar barking at is a brown dog blue a with in collar the snow
test/3348384389.jpg	the dog with the red collar is bearing its teeth at the dog with the blue collar 	the dog with the blue collar is bearing its collar at the teeth with the red dog	the red collar is bearing its teeth at the the dog with dog with the blue collar	the dog with the collar red bearing is its at the teeth dog the with collar blue
test/3348384389.jpg	two dogs are on a white carpet with one of the dogs showing its fangs 	two carpet are on a white fangs with one of the dogs showing its dogs	two dogs are on a white showing its fangs of the dogs carpet with one	are dogs two white on a carpet with one the of dogs its fangs showing
test/3348384389.jpg	a dark brown dog is biting at a lighter brown colored dog 	a colored lighter dog is biting at a dark brown brown dog	brown colored dog at a lighter dog is biting a dark brown	brown a dark is dog biting lighter at a dog colored brown
test/3348384389.jpg	two dogs , one with mouth open 	two mouth , one with dogs open	two dogs , open one with mouth	two dogs , mouth one with open
test/3350002347.jpg	a young boy is quite excited in the throes of a ballgame 	a young boy is quite excited in the ballgame of a throes	in the throes a young boy of a ballgame is quite excited	boy a young is excited quite the in throes a of ballgame
test/3350002347.jpg	a little boy is running excitedly in a mountainous area 	a mountainous area is running excitedly in a little boy	a little boy in a mountainous area is running excitedly	little boy a excitedly running is mountainous in a area
test/3350002347.jpg	a little boy in a striped shirt and jeans is running 	a striped boy in a little shirt and jeans is running	a little boy shirt and jeans in a striped is running	boy a little a in striped and jeans shirt running is
test/3350002347.jpg	what is this ecstatic child running towards ?		towards ? what is this ecstatic child running	is what this running child ecstatic towards ?
